epoch 0, [0.07165183938446743], [-1.9096364], [0.2377285851780558], [-2.1347234]
epoch 1, [0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509], [0.2377285851780558, 0.22329162656400384], [-2.1347234, -2.0794718]
epoch 2, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719], [0.2377285851780558, 0.22329162656400384, 0.21751684311838307], [-2.1347234, -2.0794718, -2.0458634]
epoch 3, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568], [0.2377285851780558, 0.22329162656400384, 0.21751684311838307, 0.24254090471607315], [-2.1347234, -2.0794718, -2.0458634, -2.1242037]
epoch 4, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575], [0.2377285851780558, 0.22329162656400384, 0.21751684311838307, 0.24254090471607315, 0.2136669874879692], [-2.1347234, -2.0794718, -2.0458634, -2.1242037, -2.1487548]
epoch 5, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575, -1.938555], [0.2377285851780558, 0.22329162656400384, 0.21751684311838307, 0.24254090471607315, 0.2136669874879692, 0.20981713185755535], [-2.1347234, -2.0794718, -2.0458634, -2.1242037, -2.1487548, -2.1235626]
epoch 6, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575, -1.938555, -1.9385852], [0.2377285851780558, 0.22329162656400384, 0.21751684311838307, 0.24254090471607315, 0.2136669874879692, 0.20981713185755535, 0.1915303176130895], [-2.1347234, -2.0794718, -2.0458634, -2.1242037, -2.1487548, -2.1235626, -2.0768957]
epoch 7, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575, -1.938555, -1.9385852, -1.9385853], [0.2377285851780558, 0.22329162656400384, 0.21751684311838307, 0.24254090471607315, 0.2136669874879692, 0.20981713185755535, 0.1915303176130895, 0.2165543792107796], [-2.1347234, -2.0794718, -2.0458634, -2.1242037, -2.1487548, -2.1235626, -2.0768957, -2.1729546]
