epoch 0, [0.07165183938446743], [-1.9096364], [0.23484119345524543], [-2.2548792]
epoch 1, [0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509], [0.23484119345524543, 0.2271414821944177], [-2.2548792, -2.2030644]
epoch 2, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719], [0.23484119345524543, 0.2271414821944177, 0.22040423484119345], [-2.2548792, -2.2030644, -2.1910284]
epoch 3, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568], [0.23484119345524543, 0.2271414821944177, 0.22040423484119345, 0.2271414821944177], [-2.2548792, -2.2030644, -2.1910284, -2.1994388]
epoch 4, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575], [0.23484119345524543, 0.2271414821944177, 0.22040423484119345, 0.2271414821944177, 0.22810394610202117], [-2.2548792, -2.2030644, -2.1910284, -2.1994388, -2.2030804]
epoch 5, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575, -1.938555], [0.23484119345524543, 0.2271414821944177, 0.22040423484119345, 0.2271414821944177, 0.22810394610202117, 0.2492781520692974], [-2.2548792, -2.2030644, -2.1910284, -2.1994388, -2.2030804, -2.2534006]
epoch 6, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575, -1.938555, -1.9385852], [0.23484119345524543, 0.2271414821944177, 0.22040423484119345, 0.2271414821944177, 0.22810394610202117, 0.2492781520692974, 0.22425409047160733], [-2.2548792, -2.2030644, -2.1910284, -2.1994388, -2.2030804, -2.2534006, -2.275115]
epoch 7, [0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743, 0.07165183938446743], [-1.9096364, -1.9384509, -1.9382719, -1.9385568, -1.938575, -1.938555, -1.9385852, -1.9385853], [0.23484119345524543, 0.2271414821944177, 0.22040423484119345, 0.2271414821944177, 0.22810394610202117, 0.2492781520692974, 0.22425409047160733, 0.24061597690086622], [-2.2548792, -2.2030644, -2.1910284, -2.1994388, -2.2030804, -2.2534006, -2.275115, -2.2781086]
